Experiment,Source quality,Daily equal-vol scale,Observations,Years,CAGR,Log growth,Volatility,Sharpe,Max drawdown,Worst day,Skew,CAGR uplift vs baseline,Mean daily PnL difference,Stdev daily PnL difference,Daily t-stat requested formula,Daily Newey-West t-stat 5 lags,Daily Newey-West t-stat 20 lags,Weekly t-stat from same daily P&Ls,Category,Hypothesis,Daily full-search max-t adjusted p
"Vol forecast: fast 8w, slow 52w, floor 4%",Direct daily source P&L,1.0477572908782888,4719,18.726190476190474,0.36248469843838427,0.3093100169882612,0.3249818290401367,1.0747250343292252,-0.4635668219504038,-0.11964667100890514,-0.47628800337940774,0.0047524758518218135,1.3957361446717022e-05,0.001334047951541669,0.7187152726904289,0.6972914901838075,0.7371316321373784,0.7320635383741381,Volatility targeting,Change the speed and floor of the no-lookahead volatility estimator.,1.0
Static grid candidate 104,Direct daily source P&L,1.0457803792870266,4719,18.726190476190474,0.37922181048300985,0.3215194346675449,0.3249833643698209,1.112555436965664,-0.43231205072048473,-0.16501827152783602,-0.534803926046479,0.021489587896447393,6.27465711960928e-05,0.006040897930517647,0.7135320570490462,0.7258753738803391,0.7359244331980201,0.7537522811306525,Static grid search,,1.0
Static grid candidate 401,Direct daily source P&L,1.071098820035761,4719,18.726190476190474,0.3817678759204628,0.32336374880728525,0.32498534557623177,1.11799289957558,-0.48021217167312547,-0.13141770597732724,-0.4595778088394192,0.024035653333900342,6.975917178427785e-05,0.006775885185007218,0.7072293344629766,0.6807139458545834,0.6588291348427573,0.8116868543663747,Static grid search,,1.0
Static grid candidate 179,Direct daily source P&L,1.0667214949999742,4719,18.726190476190474,0.38466673422441544,0.3254594855757101,0.32498592295279094,1.1243749816660673,-0.4393178562495248,-0.11933340049205862,-0.4265000673245404,0.026934511637852987,7.799003162320058e-05,0.00758637573962993,0.7062032898284069,0.7192970129232995,0.7203356839118367,0.8514058127399735,Static grid search,,1.0
"High-vol equity cut: 26w, q90%, cut 25%",Direct daily source P&L,1.0501692211490357,4719,18.726190476190474,0.3682480081878967,0.31353109530386525,0.32498079320503037,1.0876910692662232,-0.4884676802689658,-0.11939176674224013,-0.4584901892130107,0.01051578560133426,3.0679430313877496e-05,0.002999796271996071,0.7025553067047113,0.7463515104940475,0.6710727347806753,0.7762745867792524,Regime allocation,Reduce direct equity during unusually high realized-volatility regimes.,1.0
Static grid candidate 112,Direct daily source P&L,1.0523097274751791,4719,18.726190476190474,0.378981805966651,0.3213454050813802,0.3249826372159808,1.1117908711571034,-0.4246531690547153,-0.1267405664499667,-0.4667340896501901,0.021249583380088533,6.176052402235388e-05,0.00606710047910683,0.6992859031272511,0.673832715850933,0.6693619357344215,0.732937640121408,Static grid search,,1.0
Static grid candidate 359,Direct daily source P&L,1.0705662888787866,4719,18.726190476190474,0.37873458900553714,0.32116611401125666,0.3249836748983021,1.111121614000909,-0.4774639819245394,-0.13244484848479615,-0.4142918371215877,0.021002366418974683,6.089739475345265e-05,0.005988083863871618,0.698611657230218,0.7224964370094118,0.6948150222817912,0.8494298470035762,Static grid search,,1.0
Static grid candidate 290,Direct daily source P&L,1.007301937465632,4719,18.726190476190474,0.3813613574206731,0.32306950379129634,0.3249815277447249,1.1174437043242518,-0.4311072824112425,-0.18704143486558472,-0.5607237118282361,0.023629134834110666,6.905088425776345e-05,0.006809966601503465,0.6965451156109728,0.6724808867718859,0.7205115037593869,0.5470439090169193,Static grid search,,1.0
Grid winner: maximum Sharpe,Direct daily source P&L,1.0073168853042884,4719,18.726190476190474,0.38135274449587264,0.32306326867287044,0.3249815292988483,1.117425140068342,-0.43111255318530883,-0.1870442104635325,-0.5610402869370102,0.023620521909310188,6.90269422610546e-05,0.006809634623721299,0.6963375483166593,0.672250676214394,0.7202271618883316,0.5468537219664045,Data-mined static grid,Best candidate from the constrained static grid under the named objective; biased upward by selection.,1.0
Grid winner: maximum full-sample CAGR,Direct daily source P&L,1.0073168853042884,4719,18.726190476190474,0.38135274449587264,0.32306326867287044,0.3249815292988483,1.117425140068342,-0.43111255318530883,-0.1870442104635325,-0.5610402869370102,0.023620521909310188,6.90269422610546e-05,0.006809634623721299,0.6963375483166593,0.672250676214394,0.7202271618883316,0.5468537219664045,Data-mined static grid,Best candidate from the constrained static grid under the named objective; biased upward by selection.,1.0
Static grid candidate 009,Direct daily source P&L,1.0285946443520073,4719,18.726190476190474,0.3669128276231568,0.31255478659593594,0.32498347385041454,1.0846322740979981,-0.43230618547496047,-0.11541164835089182,-0.43906119692284296,0.009180605036594347,2.6734555592952377e-05,0.0026513654840922716,0.692673159866302,0.6754054780230502,0.6409816536212071,0.5099995637978664,Static grid search,,1.0
Static grid candidate 178,Direct daily source P&L,1.0796421571577177,4719,18.726190476190474,0.39220288967634853,0.330887305368971,0.32498416476117403,1.1409704128789662,-0.45285220883106303,-0.12708199118012514,-0.3626602877615104,0.03447066708978608,9.939286949697885e-05,0.010343310549680103,0.6601165989270174,0.6791955059745812,0.6633427389953642,0.7870563256800406,Static grid search,,1.0
Static: equity total 30%,Direct daily source P&L,1.0634125085645194,4719,18.726190476190474,0.3759406826153726,0.3191376300175413,0.3249807587993745,1.1048397561342898,-0.4715657461904097,-0.11825743869717498,-0.4016251994670705,0.01820846002881016,5.2795792346105995e-05,0.005538320852601275,0.6548565692207452,0.6669383448431049,0.6643029848801065,0.7577540444462044,Static risk budgets,Change total direct-equity risk while rescaling all other sleeves pro rata.,1.0
Static grid candidate 062,Direct daily source P&L,1.0493670180238308,4719,18.726190476190474,0.3851325281468816,0.3257958232541726,0.3249857700767301,1.1257119928729113,-0.4672846485876453,-0.18617302329896493,-0.500861543121315,0.027400305560319138,7.971435163202683e-05,0.00843716982723924,0.6490299167100901,0.6833295056695093,0.6945555195713895,0.710801588508418,Static grid search,,1.0
Static: styles total 20%,Direct daily source P&L,1.054934433536147,4719,18.726190476190474,0.3733932482425131,0.3172845011027331,0.32498101594188034,1.0992815833482283,-0.46497039256177286,-0.11723926424205595,-0.47136088906080753,0.015661025655950622,4.5627513951384166e-05,0.004877862684877826,0.6425726324765714,0.6101343929738103,0.5778636642703937,0.694615389334754,Static risk budgets,Change the market-neutral style allocation and rescale all other sleeves pro rata.,1.0
Static grid candidate 208,Direct daily source P&L,1.020665658244763,4719,18.726190476190474,0.3754663585998521,0.318792843504231,0.3249837416727419,1.1038484578926864,-0.44197306886904475,-0.12393929393251674,-0.43522158511594644,0.01773413601328966,5.1517332312292486e-05,0.00551940098022406,0.6411895098008161,0.6168777323314298,0.6269698828620655,0.4919722785318792,Static grid search,,1.0
Static grid candidate 131,Direct daily source P&L,1.0291670297691495,4719,18.726190476190474,0.3684044384681857,0.3136454176619341,0.3249844263751051,1.0878831308098493,-0.4571628757624391,-0.1141216802617846,-0.3895115099611061,0.01067221588162326,3.092712873323648e-05,0.003397075846039827,0.6254021174901602,0.6119332103767995,0.6123877301772945,0.4745118316938937,Static grid search,,1.0
Static grid candidate 365,Direct daily source P&L,1.0230035217198588,4719,18.726190476190474,0.38473873150960536,0.3255114803349441,0.3249879543435942,1.125313347948349,-0.45351581484877934,-0.19951421276592796,-0.6710361314504177,0.027006508923042905,7.920022623328601e-05,0.008735480514135764,0.6228229561603633,0.6474208133903685,0.6739239854041185,0.6101262525558595,Static grid search,,1.0
Static grid candidate 277,Direct daily source P&L,1.0303435199668434,4719,18.726190476190474,0.37806060277029196,0.32067715041273853,0.3249805413555864,1.1098580352674163,-0.44054223549002824,-0.17795380770577232,-0.4791438208573066,0.02032838018372951,5.926777932335277e-05,0.006541006997509531,0.622442201519214,0.6502948913396913,0.6931047367740655,0.5831625409065468,Static grid search,,1.0
Static grid candidate 308,Direct daily source P&L,1.0173393301940987,4719,18.726190476190474,0.38203902223426955,0.32355996100637696,0.3249876356709378,1.119086774153119,-0.44092726356211576,-0.19594855103521353,-0.5905868228855125,0.0243067996477071,7.11699227275327e-05,0.007903596819075858,0.6185811835664171,0.6445811621859711,0.6845590514307425,0.5664921676208444,Static grid search,,1.0
"Static: commodities 12%, gold only",Direct daily source P&L,1.0395726818101767,4719,18.726190476190474,0.3686140059978835,0.31379855329792666,0.3249835164248788,1.0884630529201995,-0.45956164908576413,-0.13681166671844083,-0.4325027640160719,0.010881783411321067,3.167504415333117e-05,0.0035264608390180247,0.6170255562259351,0.6569161110625996,0.6549088669494603,0.6198611922639626,Static risk budgets,Change static commodity beta and its mix.,1.0
"Vol forecast: fast 8w, slow 26w, floor 2%",Direct daily source P&L,1.041677720612526,4719,18.726190476190474,0.361747997170383,0.308769166504272,0.3249825195573588,1.0729774506330314,-0.45090114971019857,-0.11505337428214794,-0.44008483011575966,0.0040157745838205194,1.1703533267102395e-05,0.0013111394237900302,0.6131872366217779,0.6268695855994834,0.619814404849857,0.6199994861407587,Volatility targeting,Change the speed and floor of the no-lookahead volatility estimator.,1.0
"Vol forecast: fast 8w, slow 26w, floor 1%",Direct daily source P&L,1.041677720612526,4719,18.726190476190474,0.361747997170383,0.308769166504272,0.3249825195573588,1.0729774506330314,-0.45090114971019857,-0.11505337428214794,-0.44008483011575966,0.0040157745838205194,1.1703533267102395e-05,0.0013111394237900302,0.6131872366217779,0.6268695855994834,0.619814404849857,0.6199994861407587,Volatility targeting,Change the speed and floor of the no-lookahead volatility estimator.,1.0
Static grid candidate 381,Direct daily source P&L,1.0397108706276375,4719,18.726190476190474,0.38742623960953093,0.32745040458359576,0.32498193105031103,1.1308861429504327,-0.45002949605961495,-0.19198692662990396,-0.5301222633422754,0.029694017022968477,8.638736264470293e-05,0.009742242998564755,0.6091387759172312,0.605426126912011,0.6230693219021539,0.608282306401132,Static grid search,,1.0
Static grid candidate 041,Direct daily source P&L,1.043854198165807,4719,18.726190476190474,0.37652008471245746,0.3195586366400667,0.32497838347829194,1.106180488083843,-0.4492113342199461,-0.11209484426538328,-0.42594403330627095,0.018787862125895005,5.452491093183971e-05,0.006161738643573453,0.6078783558696779,0.5751331161392369,0.5706032508034218,0.576884393216026,Static grid search,,1.0
Static grid candidate 061,Direct daily source P&L,1.0415853522378085,4719,18.726190476190474,0.3822284778117051,0.3236970357125907,0.324987049867209,1.1189165361730307,-0.458734949983869,-0.1711765824964405,-0.4038172523677914,0.02449625522514265,7.09503697770214e-05,0.00811618589746158,0.6005202629967785,0.6065194656953804,0.5974231099974159,0.5878795071176462,Static grid search,,1.0
Static grid candidate 002,Direct daily source P&L,1.0597277064539492,4719,18.726190476190474,0.37840248873896165,0.32092521175734756,0.3249813871521075,1.1103483452141998,-0.4262576250864064,-0.11972745967595019,-0.40092747816153684,0.020670266152399197,5.990012350075213e-05,0.006971672950543121,0.5902224178065598,0.5819046435409345,0.5915464795710341,0.6424253793258141,Static grid search,,1.0
Static grid candidate 332,Direct daily source P&L,1.0440043024095067,4719,18.726190476190474,0.3803073637495462,0.32230620172380176,0.32498180392014064,1.1143824051351146,-0.47235486292022644,-0.13892174968466353,-0.3076184945348313,0.02257514116298376,6.510278014478876e-05,0.00758887548185298,0.5893144589514542,0.6107686133520362,0.6131759109557872,0.5734337801320506,Static grid search,,1.0
"Vol forecast: fast 8w, slow 26w, floor 4%",Direct daily source P&L,1.046841775332878,4719,18.726190476190474,0.36158830720835367,0.3086518912621684,0.32498170573151713,1.072705296272741,-0.4645808509439605,-0.11942608500021663,-0.47925698956190693,0.0038560846217912115,1.1352540540537228e-05,0.0013623468338051115,0.5724405145040109,0.5572660272151937,0.5866024469495691,0.581025176021243,Volatility targeting,Change the speed and floor of the no-lookahead volatility estimator.,1.0
Static grid candidate 312,Direct daily source P&L,1.0385652140168429,4719,18.726190476190474,0.37333378083986934,0.3172412005475464,0.3249824933296389,1.0992155344949885,-0.4300086875517357,-0.1631348199541657,-0.4724856971658336,0.01560155825330689,4.554233189859461e-05,0.005474766143304324,0.5714453193341456,0.592192263252832,0.6059680151143864,0.5586492696852682,Static grid search,,1.0
Static grid candidate 473,Direct daily source P&L,1.04092931748478,4719,18.726190476190474,0.38255688096010987,0.32393459711959655,0.3249821841021877,1.1194886729865494,-0.44418415343486595,-0.12846446009180645,-0.3477917062703512,0.024824658373547415,7.168824463572693e-05,0.00870118478377596,0.5659714750604132,0.5544045625721098,0.5520405416714695,0.5248232010370495,Static grid search,,1.0
Static grid candidate 360,Direct daily source P&L,1.040328529485188,4719,18.726190476190474,0.3813847712547145,0.3230864534732069,0.32497953951988284,1.1175009928197852,-0.4449580322912131,-0.18991100289778293,-0.5687988834047932,0.02365254866815203,6.912476823017809e-05,0.008432106818038004,0.5631480404697083,0.5476499197788395,0.5568644562591362,0.5652402862645233,Static grid search,,1.0
Static grid candidate 286,Direct daily source P&L,1.0454045075269762,4719,18.726190476190474,0.3828435266301158,0.3241419057395314,0.3249798333420191,1.1201315372435916,-0.44509348882579636,-0.1373658532665917,-0.3504222248000194,0.02511130404355333,7.251733544341997e-05,0.008863664434328991,0.562022265005105,0.5505290262414316,0.5555902099917474,0.5411868287309541,Static grid search,,1.0
"High-vol equity cut: 13w, q80%, cut 25%",Direct daily source P&L,1.057641053226186,4719,18.726190476190474,0.3677845290248196,0.31319229877187493,0.32498180437156343,1.0866375813460434,-0.48423549018675327,-0.11407376693812529,-0.45452759062329123,0.010052306438257164,2.932076533745512e-05,0.003602533070876632,0.5591036333756547,0.5687283012954654,0.5848171959229731,0.6568095183996439,Regime allocation,Reduce direct equity during unusually high realized-volatility regimes.,1.0
Static grid candidate 034,Direct daily source P&L,1.066325808838044,4719,18.726190476190474,0.37995545979350664,0.3220512231362959,0.324982270677474,1.1139142550288568,-0.43365438890101127,-0.1273689936514707,-0.43912259328918174,0.02222323720694419,6.449901512679776e-05,0.007986683326598772,0.5547682614715129,0.5411668355869769,0.5395494155625118,0.6366079248328979,Static grid search,,1.0
Static grid candidate 364,Direct daily source P&L,1.0328175140685734,4719,18.726190476190474,0.37518948426181353,0.3185915283599226,0.3249803302567859,1.1034516554490146,-0.4428435674436927,-0.17827896383969977,-0.4868390555341661,0.01745726167525108,5.1005583128984834e-05,0.006413967925381103,0.5462807813801155,0.5692379523096556,0.6099712905557186,0.5151331291630503,Static grid search,,1.0
